"Code","Q Avg","Q Min","Q Max","Q % Zeros","Q % below 70%","P Avg","P Min","P Max","P % Zeros","P % below 70%","PRE Avg","PRE Min","PRE Max","PRE % Zeros","PRE % below 70%","L Avg","L Min","L Max","L % Zeros","L % below 70%","R Avg","R Min","R Max","R % Zeros","R % below 70%","OLE Avg","OLE Min","OLE Max","Exam Avg","Exam Min","Exam Max","Gender","CS Major","ECE major","Standing","Math Class","415 Final Grade","Q Diff","P Diff","L Diff","R Diff","Semester","Took 416","416 Grade","Took 515","515 Grade","Took 520","520 Grade","Graduated with CS Degree"
356,0.903358878,0.787878788,1,0,0,0.927692308,0.77,1,0,0,0.9,0.8,1,0,0,0.986095238,0.85,1,0,0,0.986180556,0.916666667,1,0,0,0.99,0.97,1,0.891666667,0.85,0.933333333,"MALE","YES","NO","FR","MATH 425",0.9387,0.03198261,-0.029761905,-0.021336996,-0.000138889,"2010","YES",3.67,"YES",2.67,"NO",-1,"NA"
380,0.779594154,0.666666667,0.902439024,0,0.222222222,0.912307692,0.65,1,0,0.076923077,0.8,0.8,0.8,0,0,0.953453968,0.7,1,0,0,0.989464286,0.928571429,1,0,0,0.716666667,0.39,0.96,0.761666667,0.75,0.773333333,"MALE","YES","NO","JR","MATH 418",0.8807,0.059688451,-0.10952381,0.013834961,-0.021071429,"2010","YES",2,"NO",-1,"NO",-1,"NA"
79,0.946485525,0.891304348,1,0,0,0.962307692,0.87,1,0,0,0.7,0.6,0.8,0,0.5,0.948492063,0.7,1,0,0,0.709821429,0,1,0.25,0.25,0.983333333,0.95,1,0.84,0.78,0.9,"MALE","YES","NO","JR","MATH 302",0.943,-0.030527889,0.023571429,-0.035574379,0.12797619,"2010","YES",3.33,"YES",4,"NO",-1,"NA"
6,0.6491579,0.484848485,0.775,0,0.555555556,0.648461538,0,1,0.153846154,0.384615385,0,0,0,1,1,0.879587302,0,1,0.04,0.04,0.743055556,0,1,0.25,0.25,0.336666667,0.06,0.7,0.671666667,0.61,0.733333333,"MALE","NO","NO","JR","MATH 418",0.6722,-0.011299805,-0.195238095,-0.124944037,0.152777778,"2010","NO",-1,"NO",-1,"NO",-1,"NA"
77,0.86741523,0.696969697,1,0,0.111111111,0.851538462,0.45,1,0,0.153846154,1,1,1,0,0,0.992571429,0.880952381,1,0,0,0.882291667,0,1,0.083333333,0.083333333,0.99,0.97,1,0.901666667,0.87,0.933333333,"MALE","NO","YES","JR","UNKNOWN",0.8964,0.058194963,-0.21952381,0.003601954,-0.18125,"2010","YES",1,"NO",-1,"NO",-1,"NA"
263,0.798461338,0.585365854,0.95,0,0.222222222,0.910769231,0.73,1,0,0,0.8,0.8,0.8,0,0,0.922133333,0,1,0.04,0.08,0.875,0,1,0.083333333,0.166666667,0.936666667,0.85,1,0.803333333,0.78,0.826666667,"MALE","NO","NO","FR","MATH 418",0.8916,-0.070801561,-0.106666667,-0.117350427,0.083333333,"2010","NO",-1,"NO",-1,"NO",-1,"NA"
366,0.750166821,0.564102564,0.96969697,0,0.333333333,0.813846154,0.17,1,0,0.153846154,0.6,0.4,0.8,0,0.5,0.976809524,0.8,1,0,0,0.969166667,0.791666667,1,0,0,0.86,0.58,1,0.763333333,0.72,0.806666667,"MALE","YES","NO","FR","MATH 425",0.8408,-0.036914092,-0.087619048,-0.020840965,-0.045,"2010","YES",2.67,"YES",0.67,"NO",-1,"NA"
152,0.637155001,0.512195122,0.794117647,0,0.777777778,0.856923077,0.6,1,0,0.076923077,0.9,0.8,1,0,0,0.909,0.5,1,0,0.04,0.98125,0.875,1,0,0,0.416666667,0.12,0.93,0.775,0.76,0.79,"MALE","NO","YES","FR","UNKNOWN",0.8003,-0.022674643,-0.142857143,-0.079693223,0.0375,"2010","NO",-1,"NO",-1,"NO",-1,"NA"
108,0.498733457,0.239130435,0.75,0,0.777777778,0.313846154,0,1,0.538461538,0.692307692,7.5,0.2,14.8,0,0.5,0.847295238,0,1,0.08,0.16,0.827380952,0,1,0.166666667,0.166666667,0.296666667,0,0.77,0.255,0,0.51,"MALE","NO","NO","FR","MATH 418",0.4875,-0.3061786,-0.551904762,-0.145261498,-0.345238095,"2010","NO",-1,"NO",-1,"NO",-1,"NA"
33,0.788302846,0.606060606,0.853658537,0,0.111111111,0.673846154,0,1,0.153846154,0.461538462,0.9,0.8,1,0,0,0.939539683,0.6,1,0,0.04,0.916666667,0,1,0.083333333,0.083333333,0.78,0.34,1,0.721666667,0.653333333,0.79,"MALE","NO","YES","FR","UNKNOWN",0.7638,0.031555734,-0.459047619,0.004535511,-0.166666667,"2010","YES",0,"NO",-1,"NO",-1,"NA"
117,0.692493187,0.341463415,0.891304348,0,0.444444444,0.580769231,0,1,0.153846154,0.384615385,0.8,0.6,1,0,0.5,0.907428571,0,1,0.08,0.08,0.963789683,0.833333333,1,0,0,0.543333333,0.12,0.93,0.626666667,0.62,0.633333333,"MALE","YES","NO","FR","MATH 418",0.6732,-0.122030704,-0.747380952,-0.185225885,-0.030753968,"2010","NO",-1,"NO",-1,"NO",-1,"NA"
266,0.692255953,0.414634146,0.826086957,0,0.555555556,0.423076923,0,1,0.384615385,0.692307692,0.5,0.2,0.8,0,0.5,0.814380952,0,1,0.04,0.2,0.881944444,0,1,0.083333333,0.166666667,0.573333333,0.09,0.85,0.756666667,0.733333333,0.78,"MALE","NO","YES","FR","UNKNOWN",0.5877,-0.050813143,-0.45452381,-0.17493895,-0.236111111,"2010","NO",-1,"NO",-1,"NO",-1,"NA"
134,0.934567261,0.848484848,1,0,0,0.983846154,0.92,1,0,0,0.5,0,1,0.5,0.5,0.9818,0.9,1,0,0,1,1,1,0,0,1,1,1,0.938333333,0.926666667,0.95,"UNKNOWN","YES","NO","FR","MATH 531",0.9727,0.041579812,0.020714286,-0.009070513,0,"2010","YES",4,"YES",3.67,"NO",-1,"NA"
